ID	搜证轮数	分类Id	线索内容	线索图	是否隐藏（）	音频文件	详情图
Id	SrchNum	TypeId	Line	Pic	Hide	Sound	DetailPic
int	int 	int	string	string	boolean	int	string
1	1	1	皇后早崩，太子殿下是在太后娘娘膝下长大的。太后十分宠爱这个孙儿，但也按一国储君来严格教导，曾经太子也是对太后十分亲近恭顺的，只是近几年来不知因为什么，这二位竟有些势同水火了。	1001
2	1	1	南诏女子亦可即位，听闻太后仍在南诏之时，南诏王有心将其立为王储，只是后来不知怎么嫁到了大周来做了皇子妃，那时候先皇声名不显，在争储之中并不占优势。只是娶了南诏公主后，又得到了路家的一力支持，这才打败了如日中天的肃王，登上帝位。	1002
3	1	2	一封信：粮已缓行。	1003
4	1	2	一张漓江两岸的地形图，其中江水较窄的一处被圈了出来，北岸离行唐关有一段距离，南岸是一片密林。	1004
5	1	90	路之遥的母亲本是老将军属下将领之女，据说也是老将军看着长大的，很是喜爱，自幼便和老爷定了亲事，不想一次老爷进宫赴宴，太后娘娘便下了将义妹许配给他的懿旨。有传言说，本来老将军是打算待老爷完婚后就为他请封世子之位的，却没想到他将太后义妹娶回家中，而且路之遥的母亲入府一年就去世了。老将军为此很是生气。	1005	1
6	1	3	身上有很多疤，有陈年旧伤也有几个月前的。	1006
7	1	3	和他同屋的下人说，他似乎总做梦，还说过梦话，似乎是说吃什么，血肠什么的。白日里他的饭量就很大，没想到做梦还想着吃。而且他好像还有梦游的毛病，我好几次半夜醒过来他居然都不在房间里，真是太吓人了。	1007
8	1	4	了失很受皇上的宠信，近来常常进宫，有时圣上还遣散众人与他单独说话。	1008
9	1	4	灵宝寺后山有一处孤坟，写着爱妻婉儿之墓。	1009
10	1	5	房间里有很多路之遥寄来的书信，被保存的很好。最后一封是三个月前的，写着短期内不会轻易渡江。	1010
11	1	5	身上有一瓶冰心丹。	1011
12	1	6	身上有许多伤痕，看起来都是几个月前的。右手手腕处也有一道很深的伤痕。最严重的是一处箭伤，穿透了肩膀。有丫鬟看到过她擦拭伤口，红彤彤的一团血肉纠结的吓死人了。	1012
13	1	6	她刚进侯府就被夫人选为自己房中伺候的侍女了，要知道这可是从没有过的事。听说她进府第一天就被夫人单独留在了房中许久，说不准夫人是看上了她的美貌，想把她献给老爷来讨老爷的欢心。	1013
14	1	6	有一本很厚的册子，上面记录着要和他一起种一棵树，要和他一起看晚霞等等要和他一起做的几百件事。	1014
15	1	7	书房里有很多南诏语写的书信，其中大多是家书。有一封写着“若你为应，天下得之。”落款为：兄钰。	1015
16	1	7	一封路沉骁的奏章，内容是请封路之遥为镇北侯世子。大概是四个月前的，但是并没有批复过。	1016
17	1	8	漓江江阔水深，三个月前正是水势汹涌的时候，没有战船根本无法渡江。可是行唐关的战船早在之前的战役中就损毁大半，新的战船还没有送到，不知道为什么路家军会选择在那个时候渡江。	1017
18	1	8	只知道当时是小将军带兵先过了江，不久传回了求救信号，老将军带人去救，所有过河的人几乎全军覆没……有人说见到一个银甲小将带着几个亲卫回了行唐关，应该是路之遥	1018
19	1	8	大周边关将领的家眷都留在京中为质，所以从没有发生过边关叛乱的事情，不知道行唐关的将领怎么敢反。	1019
20	2	1	虽然后宫这么多年都没有女子有孕，但其实当年有个宫女和皇后同期有孕，只是最后竟然生下个死胎，不然圣上就有两个孩子了。皇后也因为生产伤了身体，拖到太子七岁就崩逝了。	2001
21	2	1	先皇与太后娘娘的感情极好，在位十年从未选过秀女，后宫几乎空置。只可惜如此盛宠，太后娘娘也无所出，好在太后嫁来前先皇就有了十岁的儿子，也就是如今的圣上。只是当今圣上并不独宠哪一位后妃，居然又只有一个独子。近来有些传言，说是先帝斩尽肃王一脉，怨气深重才导致如今子嗣凋零。	2002
22	2	2	一张调查，上面记录了路停云的行踪。	2003
23	2	2	一枚“遥”字令牌	2004
24	2	2	一幅杨丞相送的万里江山图。画上题字为：胸中自有万古，眼底更无一人。	2005
25	2	3	房间有对侯府众人的调查，你们看着字迹觉得很是眼熟。	2006
26	2	3	管家刘叔：“这个孩子一看就面善，这才把他招进来，果然是个好孩子！只是我怎么总觉得他有些面熟呢？”	2007
27	2	3	背上刻着字：二十三。	2008
28	2	4	一封信：因已随军南下。	2009
29	2	4	身上有一个火焰标记的玉佩。	2010
30	2	4	在他的禅房中搜到了很多女子的信物。	2011
31	2	5	云少爷曾经武艺也是很好的，只是五年前不知道怎么生了一场大病，从此身体就不好了。不过即使这样，也仍风流倜傥，不知是多少少女的春闺梦里人。	2012
32	2	5	房间中有一个对行唐关家眷行踪的调查。	2013
